Soil Moisture,Temperature,Humidity,Time,Status
63,26,53,73,1
10,45,43,108,0
44,14,45,63,1
79,13,30,68,0
49,1,55,35,0
55,0,52,110,0
26,0,55,71,0
58,14,47,50,0
48,24,23,80,1
14,8,59,43,1
46,4,27,16,1
22,44,57,20,1
80,40,28,18,0
76,43,29,91,0
26,30,23,47,1
61,7,58,36,0
43,35,48,11,1
24,14,24,77,0
88,24,34,13,0
18,8,42,52,1
45,39,24,63,1
29,45,64,71,1
87,40,34,1,0
43,7,57,32,1
51,36,48,41,1
14,31,51,62,1
18,10,23,68,1
44,22,41,81,1
28,13,49,68,0
90,1,37,88,0
84,43,27,38,0
34,12,61,92,0
83,32,61,70,1
45,22,28,89,0
76,13,39,90,1
80,43,25,28,0
7,41,55,67,1
46,6,28,84,0
49,30,59,63,1
48,27,26,27,1
3,3,27,106,0
87,9,62,31,0
22,15,25,21,1
36,10,41,75,1
73,44,54,32,0
64,45,55,95,0
19,31,58,93,0
90,39,47,10,0
72,33,55,87,1
58,10,47,33,1
40,23,43,36,1
55,18,42,45,1
34,15,24,90,0
85,5,25,77,0
79,1,26,3,0
30,40,30,50,1
41,28,31,35,1
77,17,61,95,0
29,36,51,28,1
17,21,40,46,1
35,2,64,100,0
64,37,35,73,1
82,25,52,21,0
32,45,65,108,0
78,36,20,41,1
59,36,51,45,1
47,22,70,86,1
87,14,25,19,0
85,12,47,31,0
15,31,26,105,0
74,21,44,58,1
45,3,67,17,1
3,7,69,18,1
62,20,59,36,0
54,16,33,29,1
61,34,28,15,0
66,1,61,92,0
12,3,26,89,1
89,30,26,54,1
63,15,36,47,1
89,34,53,20,0
55,40,25,64,1
52,16,57,37,1
8,7,26,11,1
60,14,45,55,1
13,5,50,97,0
29,32,36,33,1
90,36,58,27,0
28,12,30,2,1
1,40,28,9,1
23,10,60,8,0
17,17,65,34,1
20,39,40,96,0
90,2,27,6,0
34,32,59,45,1
87,24,39,38,0
40,11,26,41,0
64,27,56,101,0
86,28,61,95,0
74,45,37,47,1
30,19,44,76,1
50,8,28,83,0
14,34,40,56,1
83,7,65,36,0
60,17,59,49,0
7,32,37,24,1
78,0,45,65,0
38,25,51,63,1
82,20,35,96,0
46,19,66,50,1
31,36,46,23,1
58,34,46,50,1
56,27,48,109,0
67,27,30,32,0
1,25,28,20,1
71,14,21,24,0
33,29,66,69,1
25,9,54,15,0
55,43,58,95,0
2,30,34,1,1
46,43,42,58,1
6,14,62,109,0
45,45,70,2,1
17,1,56,95,0
87,20,31,97,0
85,15,48,91,0
70,15,25,65,0
11,35,28,103,0
7,18,41,84,1
34,43,44,76,1
53,36,40,21,1
9,1,60,40,1
32,1,52,27,0
4,24,45,109,0
78,0,39,32,0
32,8,40,94,0
29,30,41,84,1
58,23,27,46,0
83,45,60,36,0
15,34,67,24,1
79,20,57,10,0
67,32,60,8,1
8,10,38,8,0
53,15,29,51,0
13,28,48,79,1
84,13,30,91,0
67,28,52,49,1
62,25,21,94,0
42,18,41,100,0
7,32,50,9,1
59,33,32,65,1
50,12,63,29,1
77,31,33,26,0
63,44,49,81,1
32,17,34,93,0
37,31,36,110,0
81,40,49,15,0
31,17,27,88,0
40,33,46,107,0
81,37,56,3,0
31,24,58,90,0
85,30,59,45,1
29,41,52,77,1
81,25,31,56,0
27,25,26,13,1
76,7,63,97,0
33,32,64,25,1
8,34,65,11,1
67,35,47,94,0
53,10,48,93,0
57,18,55,37,1
49,0,36,5,0
53,19,50,36,1
20,6,57,88,1
22,43,58,36,1
78,20,66,56,1
32,42,59,105,0
68,25,66,106,0
84,0,55,76,0
80,3,26,103,0
48,32,35,60,1
42,14,48,14,1
55,9,25,28,1
86,24,24,21,0
62,39,55,81,1
27,41,64,18,1
70,24,54,1,0
70,45,65,73,1
18,33,48,13,1
27,2,50,95,0
54,13,63,78,0
64,5,21,87,0
50,33,45,85,1
69,42,57,49,1
40,6,61,55,0
68,35,58,83,1
76,15,32,67,1
1,38,37,12,1
68,34,59,9,1
50,22,57,36,1
27,15,36,101,0
27,42,34,61,1
76,24,53,88,1
53,8,21,51,0
78,4,29,93,0
83,13,51,72,0
81,26,60,64,0
13,42,68,37,1
33,25,34,104,0
87,22,64,92,0
17,43,46,10,1
90,35,55,16,0
79,8,30,92,0
39,18,53,76,0
49,18,41,35,1
40,37,26,92,0
87,33,37,91,0
44,18,62,20,1
84,43,50,109,0
20,8,31,52,1
48,33,26,72,1
8,37,41,4,1
8,2,42,30,1
1,20,41,74,1
81,17,46,80,1
34,33,68,40,1
7,44,21,24,1
6,45,65,50,1
36,9,58,17,0
42,18,45,16,1
20,9,32,57,1
21,12,42,68,1
76,25,36,30,0
88,34,25,8,0
45,29,46,86,1
25,20,46,102,0
81,11,51,51,0
2,7,23,42,1
58,32,25,32,1
65,37,25,40,1
66,10,43,9,0
5,14,47,42,1
81,8,33,97,0
67,14,20,32,0
42,41,48,37,1
13,28,48,64,1
73,38,46,62,1
55,6,42,24,1
47,19,23,17,1
31,23,34,36,1
59,24,64,58,1
5,33,65,13,1
84,4,46,57,0
69,16,65,51,1
68,15,31,54,0
74,40,40,100,0
58,32,56,80,1
17,13,60,82,1
72,0,64,11,0
46,36,29,8,1
71,39,25,33,0
36,16,64,110,0
62,5,46,1,0
12,26,37,70,1
48,39,59,75,1
82,37,68,49,1
85,43,32,33,0
9,8,61,16,0
38,30,64,32,1
56,25,33,80,1
11,6,51,73,1
16,30,33,11,1
87,45,24,89,1
2,2,47,101,0
12,20,27,88,1
61,25,65,91,0
31,41,47,57,1
60,42,53,100,0
19,19,48,15,1
44,16,65,90,1
63,44,30,13,0
55,18,51,57,0
40,36,62,80,1
9,28,48,80,1
29,42,24,12,1
75,36,31,85,1
69,22,64,54,1
5,9,62,61,1
20,40,27,47,1
41,25,38,81,1
53,30,20,14,1
21,38,37,77,1
45,36,38,56,1
60,18,42,8,1
83,8,56,50,0
39,41,24,91,0
66,1,62,110,0
3,0,41,38,0
44,31,48,50,1
18,44,34,75,1
60,12,22,24,0
12,19,69,37,1
51,16,38,100,0
17,41,63,96,0
84,29,28,56,1
48,11,31,78,0
42,21,52,66,1
12,34,51,3,1
42,7,40,9,0
48,27,41,28,1
4,2,33,101,0
19,0,52,26,0
5,8,57,25,0
54,30,66,74,1
30,40,49,29,1
78,0,44,102,0
21,7,44,81,0
65,28,47,14,0
2,17,39,14,0
70,9,21,107,0
40,32,66,13,1
3,41,68,42,1
76,18,31,9,0
73,21,22,100,0
39,31,52,74,1
6,10,51,85,1
43,29,58,60,1
25,30,37,101,0
40,26,26,37,1
3,35,50,94,0
59,3,38,21,0
39,33,52,86,1
7,16,69,53,1
18,19,29,9,1
87,43,51,76,1
71,41,58,21,0
42,35,51,28,1
48,14,23,86,0
57,40,47,92,0
89,40,23,84,1
32,27,31,65,0
43,18,21,38,1
3,28,68,12,1
82,28,39,69,1
38,1,68,106,0
59,4,67,50,1
12,22,70,83,1
71,28,65,101,0
14,9,49,84,1
70,42,35,6,0
57,38,65,92,0
23,22,70,100,0
23,12,22,30,1
56,8,30,47,0
19,9,67,108,0
27,24,70,5,1
82,42,34,87,1
56,8,50,8,0
48,44,50,84,1
6,30,33,102,0
58,0,50,83,0
70,35,33,76,1
67,8,57,52,0
44,42,47,1,1
49,32,33,19,1
68,2,70,27,0
61,33,39,19,0
27,7,38,73,1
68,6,40,34,0
70,2,45,106,0
60,33,30,109,0
65,15,40,108,0
62,12,25,56,0
8,11,25,90,1
32,20,22,45,0
31,21,40,42,1
20,40,21,78,1
9,29,51,108,0
21,17,56,60,0
69,17,50,15,0
44,20,29,99,0
89,36,63,13,0
58,39,47,17,1
46,35,46,1,1
29,2,58,81,0
15,42,67,53,1
33,42,63,26,1
12,31,70,46,1
87,32,57,7,0
62,34,38,29,0
80,9,23,27,0
59,13,24,14,1
41,27,55,84,1
7,42,48,15,1
79,4,30,108,0
35,18,46,7,1
11,12,60,13,1
18,14,48,23,1
63,33,46,16,0
90,29,24,62,1
45,29,26,43,1
1,19,69,18,1
67,1,52,84,0
69,35,31,73,1
18,34,54,72,1
35,16,33,84,1
34,5,40,81,0
4,31,37,43,1
38,11,49,26,1
27,35,26,80,1
47,3,31,24,1
51,31,44,34,1
47,22,35,92,0
7,35,45,51,1
29,6,24,80,0
49,26,49,42,1
51,2,45,54,0
40,17,33,34,0
76,18,37,65,1
52,44,25,44,1
2,38,37,97,0
35,28,49,89,1
20,41,55,63,1
84,7,38,6,0
69,44,20,12,0
68,8,58,51,0
38,5,28,106,0
5,10,69,45,1
33,25,45,78,1
42,28,46,57,1
47,30,43,50,1
75,19,68,74,1
60,28,53,100,0
4,22,38,93,0
61,2,27,9,0
8,13,21,98,0
74,34,63,106,0
83,16,28,49,0
6,23,68,78,1
28,25,37,31,0
32,18,40,40,1
71,30,51,81,1
25,18,63,18,1
37,3,29,23,1
14,11,20,47,1
9,17,70,85,1
88,25,50,104,0
12,32,55,78,1
42,20,53,35,1
69,12,51,43,0
5,1,60,68,1
82,2,43,27,0
64,30,36,43,1
27,0,44,33,0
5,37,31,59,1
64,6,62,102,0
17,20,33,11,1
6,40,43,99,0
46,13,33,36,1
52,9,63,50,0
43,1,47,84,0
74,25,53,108,0
11,30,47,77,1
61,16,41,38,0
29,7,57,16,1
15,13,52,25,1
3,37,50,39,1
43,11,56,30,1
38,18,51,72,0
77,26,41,89,1
40,18,37,90,1
5,3,32,99,0
74,15,44,10,0
57,19,49,100,0
54,16,46,96,0
50,19,44,62,1
29,6,21,64,0
7,20,24,20,1
18,14,66,77,1
52,11,22,83,0
86,35,69,20,0
85,29,46,69,1
80,36,39,38,0
66,5,66,86,1
6,20,43,102,0
16,33,30,29,1
47,44,53,101,0
61,17,48,105,0
4,10,69,108,0
47,6,20,110,0
50,43,65,79,1
7,28,53,30,1
70,9,23,93,0
53,2,57,2,0
35,18,38,1,1
35,9,41,15,0
57,31,45,91,0
26,14,54,21,1
90,1,36,106,0
25,44,42,46,1
74,11,23,63,0
10,36,34,104,0
34,2,47,8,0
62,27,51,110,0
80,28,66,43,1
12,10,39,42,1
72,37,54,45,1
81,28,58,93,0
17,35,34,66,1
34,28,68,85,1
40,42,69,49,1
31,18,24,63,0
63,20,48,56,1
89,5,53,5,0
75,40,35,8,0
27,40,49,106,0
37,18,55,54,0
83,7,66,52,1
34,42,41,68,1
33,10,44,10,1
21,41,42,89,1
2,10,45,75,1
34,21,22,107,0
59,29,45,75,1
72,23,45,45,1
41,34,38,81,1
36,37,44,102,0
29,3,35,37,1
50,12,34,45,1
58,18,23,3,1
72,1,21,7,0
88,2,21,70,0
22,45,64,67,1
83,28,49,14,0
25,37,57,99,0
40,18,35,54,1
28,15,61,102,0
5,11,54,97,0
23,10,38,91,0
54,32,30,84,1
11,16,30,5,1
25,33,62,39,1
65,5,50,6,0
38,13,35,18,1
2,0,65,7,0
41,10,58,13,1
40,21,32,34,1
84,39,62,4,0
11,30,51,80,1
18,31,64,18,1
8,1,25,10,0
36,12,26,78,0
2,36,37,104,0
55,13,56,6,1
14,38,21,1,1
51,24,64,60,1
48,19,50,109,0
64,30,26,103,0
84,38,34,46,1
3,39,69,14,1
7,13,24,104,0
71,2,58,8,0
41,44,29,70,1
64,29,43,5,1
29,44,21,71,1
26,6,66,98,0
76,40,34,84,1
37,10,31,65,0
22,4,23,28,1
69,39,38,87,1
11,2,41,96,0
28,13,42,48,1
36,38,49,23,1
34,15,27,106,0
47,20,52,83,0
86,10,21,49,0
55,26,62,73,0
62,18,61,71,0
49,43,66,29,1
81,8,43,32,0
45,7,49,5,0
54,30,50,41,1
5,12,41,32,1
35,34,67,7,1
61,43,24,81,1
36,1,43,59,0
84,8,68,44,1
8,12,60,65,1
52,28,37,72,1
60,24,57,81,0
49,40,26,102,0
56,4,29,29,1
82,42,44,107,0
30,11,38,5,1
79,45,25,90,1
33,10,54,40,0
54,8,45,78,0
66,22,35,6,1
45,18,37,23,1
49,12,42,19,1
68,15,48,2,1
20,42,25,18,1
3,14,58,28,1
18,38,64,108,0
32,10,24,44,0
69,10,31,8,0
81,18,43,57,1
46,43,47,92,0
63,19,57,0,1
78,9,41,47,1
84,12,36,77,1
31,39,23,46,1
32,7,55,41,0
27,4,67,94,0
9,39,38,103,0
65,7,45,8,0
53,29,54,73,1
52,11,58,48,0
17,29,46,108,0
22,42,24,56,1
47,38,41,21,1
15,4,39,75,1
71,36,66,75,1
73,9,48,18,0
60,45,21,77,1
78,12,25,10,0
23,34,27,86,1
74,13,43,35,0
27,19,28,54,0
82,0,38,7,0
68,43,31,39,0
25,9,69,91,0
84,7,40,43,0
48,0,48,51,0
36,25,70,53,1
57,20,20,70,0
54,21,43,2,1
76,33,40,103,0
24,26,69,54,1
69,35,39,6,1
87,39,24,75,1
55,22,56,104,0
24,35,54,3,1
31,17,35,36,0
72,21,58,110,0
82,4,33,77,1
13,33,66,55,1
43,17,70,30,1
32,35,50,56,1
59,17,61,62,0
24,42,44,88,1
83,41,20,11,0
57,29,47,80,1
64,43,20,68,1
6,1,51,61,1
3,44,41,29,1
41,20,46,38,1
47,2,47,64,0
4,27,33,90,1
6,1,25,2,0
60,14,54,110,0
3,12,56,24,1
8,37,51,96,0
51,28,26,36,1
52,35,44,9,1
42,3,65,43,1
68,6,28,61,0
47,37,33,103,0
51,1,47,8,0
5,39,33,105,0
89,31,52,55,1
17,8,63,108,0
5,10,63,84,1
59,8,22,80,0
53,11,49,62,0
11,10,52,24,1
34,15,67,87,1
48,13,67,70,1
46,23,46,75,1
69,12,44,92,0
41,29,60,4,1
11,29,48,12,1
83,23,37,67,1
14,33,70,104,0
58,4,47,21,1
40,33,39,89,1
30,26,21,6,1
86,2,20,79,0
67,40,47,107,0
84,37,31,25,0
11,2,67,66,1
48,2,28,75,0
62,28,26,49,1
12,37,33,27,1
52,17,22,90,0
50,14,37,14,1
52,37,36,24,1
43,35,57,31,1
62,38,26,18,0
34,25,22,79,1
53,38,69,55,1
55,31,43,95,0
2,16,55,74,1
27,25,23,66,1
68,16,64,37,0
33,43,20,44,1
48,44,39,36,1
68,0,57,73,0
68,23,31,35,0
89,45,42,0,0
48,7,65,58,1
52,45,49,80,1
2,37,29,109,0
14,15,36,46,1
48,41,65,28,1
22,23,49,60,1
31,39,28,7,1
59,2,20,53,0
69,31,69,104,0
10,18,53,85,1
49,39,62,13,1
63,25,23,93,0
60,22,47,28,0
22,28,44,36,1
85,4,38,104,0
65,25,44,99,0
5,35,31,47,1
82,17,58,43,0
74,45,42,78,1
85,31,31,92,0
81,40,62,33,0
62,20,69,83,1
69,1,39,94,0
8,6,66,21,1
53,2,30,25,0
78,40,70,85,1
69,29,55,45,1
23,25,69,89,1
55,32,28,48,1
89,14,59,25,0
47,17,23,9,1
65,18,60,56,0
83,0,34,28,0
20,11,23,87,1
1,25,60,52,1
42,43,50,0,1
38,7,38,45,1
14,42,59,3,1
59,36,52,32,1
31,29,44,98,0
29,1,69,69,0
62,30,52,52,1
32,6,27,86,0
71,34,44,104,0
65,22,58,52,0
61,36,20,83,1
79,22,61,41,0
49,31,42,77,1
51,32,67,110,0
75,34,21,18,0
45,12,58,97,0
33,23,56,71,0
32,25,60,102,0
50,33,57,43,1
53,5,29,26,1
10,27,56,88,1
73,28,64,48,1
44,39,49,15,1
21,3,63,59,0
37,0,44,44,0
23,45,49,69,1
47,25,23,70,1
38,31,66,48,1
72,26,70,59,1
44,33,31,48,1
72,22,58,58,0
67,35,58,53,1
53,16,37,59,1
90,20,28,85,0
12,23,66,104,0
78,29,32,100,0
2,44,25,25,1
11,20,42,102,0
22,37,62,67,1
24,43,28,45,1
28,13,41,106,0
90,41,30,15,0
27,44,41,44,1
44,7,34,80,1
81,31,43,80,1
88,35,44,110,0
11,30,22,109,0
11,3,51,82,1
38,11,44,42,0
9,36,56,88,1
73,18,56,96,0
12,9,26,48,1
88,19,36,66,1
1,29,51,90,1
62,15,53,11,0
78,8,21,57,0
56,4,65,61,1
33,31,50,77,1
90,21,23,88,0
61,24,20,6,1
43,42,29,42,1
80,3,24,7,0
51,23,45,25,1
67,1,50,42,0
18,14,49,57,1
4,29,65,61,1
11,10,28,68,1
74,30,70,58,1
23,21,41,88,1
47,20,45,104,0
35,8,43,57,0
32,28,55,17,1
36,43,21,85,1
23,7,63,36,1
84,3,35,105,0
31,13,34,54,1
67,45,30,11,0
9,39,41,46,1
14,6,64,100,0
66,21,27,58,0
60,37,32,68,1
67,13,57,18,0
81,44,29,10,0
17,16,49,19,0
34,27,22,110,0
60,33,35,30,0
88,35,61,76,1
50,41,32,78,1
12,18,24,105,0
54,29,49,79,1
13,16,42,5,1
42,36,39,19,1
28,7,46,45,0
12,5,23,73,1
12,27,49,93,0
64,24,44,57,1
76,28,49,12,0
43,7,27,79,0
44,2,42,48,0
75,34,33,87,1
38,4,38,88,0
11,3,59,98,0
1,17,49,52,1
79,16,46,104,0
60,6,44,101,0
1,16,63,31,0
53,2,34,100,0
33,9,38,85,1
32,8,55,54,0
69,21,55,78,0
49,44,21,31,1
69,45,33,67,1
7,36,42,55,1
84,10,53,21,0
48,37,70,84,1
23,3,66,104,0
30,27,39,49,1
26,26,42,93,0
60,41,26,54,1
38,40,47,68,1
24,20,30,88,0
23,42,20,27,1
58,17,29,69,0
7,2,64,83,1
2,33,62,71,1
16,26,40,88,1
10,39,28,45,1
83,10,63,27,0
18,34,42,31,1
86,40,47,16,0
32,7,42,3,0
7,3,28,23,1
81,13,70,34,0
78,41,37,57,1
31,23,37,48,1
86,16,43,84,1
5,31,34,60,1
22,26,42,89,1
78,40,33,52,1
50,40,22,105,0
10,39,41,90,1
9,11,44,99,0
24,41,40,56,1
24,9,41,92,0
6,2,59,4,0
11,27,70,37,1
77,40,30,43,1
37,30,31,69,0
29,21,26,94,0
37,12,67,47,1
67,27,46,101,0
65,27,60,15,0
48,32,20,38,1
36,36,56,68,1
87,1,30,9,0
57,15,36,12,1
49,44,57,17,1
9,32,53,62,1
3,6,40,104,0
18,28,22,94,0
27,3,22,6,0
15,26,61,110,0
68,14,48,32,0
34,3,65,100,0
11,14,23,33,1
81,34,44,48,1
77,3,44,43,0
59,23,51,97,0
70,7,23,14,0
24,33,60,0,1
82,40,38,0,0
37,7,48,3,0
4,39,38,18,1
80,19,35,72,1
8,24,55,83,1
36,36,36,91,0
26,33,49,42,1
65,24,70,43,1
61,6,64,8,0
15,14,63,75,1
40,42,20,60,1
83,27,56,50,1
57,39,48,103,0
56,3,28,26,0
64,6,39,38,0
4,42,40,107,0
27,11,49,28,1
35,33,31,16,1
43,23,49,4,1
71,44,23,102,0
54,9,33,107,0
64,17,25,79,0
76,43,53,89,1
35,7,29,53,0
63,33,66,4,1
84,1,47,55,0
52,22,50,109,0
14,5,47,33,1
79,39,61,6,0
50,8,63,75,0
50,15,31,102,0
16,0,25,55,1
32,13,50,67,0
33,20,32,39,1
66,27,53,86,1
47,13,53,58,0
85,28,34,16,0
32,37,25,23,1
14,8,33,38,0
33,1,30,27,0
84,5,65,13,0
39,12,59,53,0
18,10,57,15,1
88,25,67,70,1
79,37,70,88,1
74,0,21,21,0
70,19,66,18,0
78,9,51,102,0
83,13,54,99,0
35,18,66,57,1
16,35,54,44,1
80,43,65,75,1
31,0,53,51,0
76,40,24,50,1
64,37,27,103,0
87,32,56,22,0
12,32,27,99,0
87,8,49,27,0
80,40,37,77,1
56,25,65,12,1
88,40,41,38,0
39,24,66,78,1
82,24,54,7,0
40,37,25,31,1
86,13,61,103,0
20,15,68,31,1
38,11,36,64,1
88,12,20,46,0
66,22,53,6,1
29,34,31,8,1
23,26,25,102,0
26,22,56,62,0
11,4,58,52,1
46,17,21,48,0
75,32,26,58,1
75,3,56,84,0
85,40,57,110,0
54,31,33,58,1
26,5,20,10,1
25,18,59,64,0
3,5,37,94,0
68,17,57,109,0
75,34,45,42,1
54,27,36,62,1
12,24,21,21,1
84,25,42,48,1
1,10,36,36,1
71,28,70,36,0
67,6,69,13,0
1,22,42,30,1
3,35,26,65,1
75,33,65,33,0
3,3,48,32,1
61,4,25,12,0
7,34,28,92,0
4,43,43,108,0
4,38,34,93,0
54,36,66,34,1
24,34,63,56,1
47,26,51,28,1
28,4,55,74,0
82,38,64,100,0
10,35,60,82,1
28,8,53,37,0
21,36,65,28,1
74,28,69,27,0
58,7,44,94,0
36,43,55,28,1
55,17,54,74,0
45,38,65,108,0
42,4,42,102,0
86,21,24,106,0
88,25,70,64,1
3,4,29,32,1
2,37,40,56,1
84,9,42,77,0
22,31,56,93,0
29,35,58,75,1
87,36,52,53,1
10,42,68,83,1
57,29,37,7,1
60,21,39,32,0
70,1,23,74,0
20,8,37,107,0
18,36,44,41,1
60,1,60,44,0
72,5,21,76,0
37,36,28,64,1
31,10,30,41,0
19,11,33,65,1
67,18,28,109,0
59,41,55,56,1
26,1,34,72,0
73,42,36,104,0
84,40,29,68,1
58,27,49,21,1
60,34,64,51,1
9,42,64,90,1
14,2,53,39,1
1,24,61,70,1
35,20,23,35,1
43,1,42,8,0
19,42,37,67,1
24,21,62,7,1
2,15,42,9,1
63,36,46,101,0
43,34,28,15,1
5,22,47,73,1
10,18,60,42,1
66,41,46,87,1
62,14,53,5,1
6,19,22,95,0
7,42,70,81,1
86,3,54,69,0
18,44,69,74,1
84,13,51,73,0
66,15,24,88,0
80,13,43,80,1
68,36,28,45,1
70,30,63,21,0
53,10,33,25,1
22,24,20,86,1
80,25,67,64,1
11,23,45,0,1
85,0,62,77,0
10,11,58,96,0
35,1,49,91,0
30,5,55,19,1
45,2,63,58,0
54,17,70,36,1
31,20,60,102,0
11,19,41,66,1
23,29,60,76,1
26,23,24,73,0
59,41,47,21,1
37,41,41,28,1
16,15,67,27,1
85,23,20,91,0
60,4,53,47,0
49,18,34,8,1
33,1,25,73,0
36,29,59,77,1
75,34,49,69,1
31,39,65,10,1
21,24,54,55,1
1,42,43,11,1
31,7,42,40,0
23,0,63,50,0
80,41,49,101,0
86,31,31,88,1
74,5,26,95,0
71,27,26,34,0
84,25,59,69,0
82,28,50,0,0
47,24,41,28,0
56,29,67,87,1
9,9,61,50,1
15,8,58,65,1
1,36,39,75,1
49,37,45,78,1
87,8,48,43,0
13,34,29,48,1
87,39,67,38,0
33,8,27,72,0
29,21,46,47,1
82,16,22,103,0
13,24,60,56,1
80,27,44,35,0
33,31,27,15,1
64,27,67,103,0
10,1,35,48,1
61,32,46,54,1
12,41,33,59,1
89,10,68,69,1
12,16,66,104,0
29,3,22,17,1
79,30,27,99,0
37,9,44,77,0
73,33,39,87,1
64,11,54,83,0
44,16,58,83,0
82,43,25,5,0
76,27,59,58,1
54,43,44,88,1
45,21,64,110,0
84,39,68,40,1
65,26,43,83,1
53,38,67,97,0
61,36,20,12,0
3,27,66,74,1
81,21,57,12,0
63,36,54,107,0
25,12,67,89,1
32,43,46,102,0
30,6,51,40,0
33,13,45,98,0
29,20,30,22,1
65,30,64,14,0
75,30,53,62,1
30,25,32,59,1
21,29,70,15,1
56,27,68,1,1
48,6,38,22,1
11,11,26,88,1
36,21,61,65,0
33,2,56,16,1
41,22,60,22,1
47,10,28,51,0
26,37,20,52,1
77,7,68,32,0
37,27,37,64,1
37,1,29,22,0
59,39,52,93,0
38,30,52,20,1
80,30,26,44,1
89,24,49,39,0
65,33,49,26,0
70,43,66,1,0
45,27,63,54,0
13,22,68,92,0
78,10,38,91,0
78,32,36,39,0
7,37,62,99,0
52,1,58,41,0
51,31,22,105,0
53,16,35,13,1
50,6,35,27,1
15,20,34,97,0
2,0,47,5,0
11,26,65,27,1
41,9,35,7,0
88,14,20,24,0
70,37,29,33,0
85,41,36,81,1
3,41,31,27,1
6,17,66,89,1
35,20,70,40,1
62,37,50,107,0
13,25,70,4,1
29,32,47,81,1
17,34,69,31,1
59,17,33,90,1
13,6,51,62,1
25,14,61,98,0
75,19,22,110,0
72,18,25,76,0
2,12,63,97,0
55,22,53,49,1
46,0,56,21,0
6,26,35,55,1
61,23,59,38,0
80,11,26,87,0
87,40,38,29,0
12,2,26,62,1
31,39,69,49,1
11,8,35,33,0
5,31,30,78,1
14,9,66,30,1
39,20,20,35,1
29,35,60,51,1
65,34,67,90,1
44,28,21,72,1
67,4,64,22,0
89,8,68,0,0
72,36,35,92,0
67,7,40,75,0
89,36,33,57,1
17,9,23,74,1
83,43,53,61,1
39,28,35,36,1
26,11,32,109,0
80,41,26,82,1
17,16,20,27,1
4,9,43,110,0
86,8,61,101,0
45,43,54,76,1
69,10,69,62,1
20,3,35,66,1
13,4,23,30,1
33,10,25,68,0
71,8,23,60,0
52,44,24,50,1
30,21,65,62,1
21,0,48,74,0
54,41,42,58,1
20,44,58,46,1
20,5,40,83,1
89,17,56,105,0
9,10,32,85,1
5,4,61,56,1
70,11,21,1,0
5,9,23,16,1
2,39,25,99,0
40,12,22,12,1
29,17,23,62,0
78,30,64,71,1
47,36,56,67,1
56,10,61,105,0
55,4,60,72,0
77,25,55,23,0
18,10,52,63,1
5,4,24,103,0
47,21,30,72,0
66,9,55,13,0
80,3,57,2,0
62,14,66,64,1
84,45,34,28,0
46,18,56,72,0
18,34,27,69,1
4,31,58,3,1
10,31,27,91,0
25,19,45,98,0
50,43,33,108,0
45,10,25,37,1
12,32,44,92,0
49,22,59,84,0
2,41,43,31,1
66,34,54,65,1
17,34,53,92,0
84,24,39,75,1
22,39,24,96,0
18,28,20,68,1
53,39,29,2,1
38,33,33,34,1
6,29,55,9,1
38,6,47,74,0
89,25,66,7,0
12,8,40,51,1
89,23,53,42,1
64,24,57,94,0
79,35,66,28,0
17,26,46,63,1
84,8,27,95,0
10,30,28,101,0
52,29,41,15,1
59,32,25,69,1
31,26,60,51,0
24,6,45,64,0
90,34,65,65,1
40,39,42,22,1
63,11,68,7,1
65,19,44,35,0
27,18,20,4,1
40,31,45,44,1
23,4,36,28,1
61,26,36,59,1
60,1,61,85,0
14,11,56,8,1
19,25,38,14,0
12,1,45,39,0
3,1,56,70,1
23,10,45,86,0
70,21,46,5,0
63,8,35,83,1
61,22,53,63,1
74,7,49,98,0
61,27,55,76,1
52,18,37,64,1
42,13,31,95,0
12,43,65,76,1
67,3,30,7,0
84,28,60,0,0
33,5,38,28,1
49,36,28,63,1
72,5,40,53,0
31,1,23,41,0
43,31,40,45,1
66,5,41,28,0
57,8,61,2,0
18,27,39,80,1
79,19,54,36,0
19,27,30,56,1
80,27,25,92,0
15,7,67,21,1
87,45,43,84,1
77,2,20,95,0
85,42,22,99,0
75,25,47,59,1
55,37,50,109,0
14,17,70,34,1
68,21,26,58,0
16,36,49,30,1
27,21,55,32,1
14,9,46,42,1
81,6,54,42,0
89,4,28,78,0
72,26,65,34,0
48,10,28,61,0
37,3,54,41,0
65,27,33,0,1
19,5,66,7,0
7,26,53,15,1
5,7,49,107,0
61,37,55,63,1
2,44,70,106,0
84,3,20,97,0
29,0,24,46,0
53,42,33,105,0
59,13,28,63,0
49,21,55,2,1
64,45,21,106,0
87,10,27,108,0
37,16,27,6,1
1,28,58,33,1
54,6,30,91,0
61,0,56,21,0
49,9,49,27,0
45,1,60,81,0
54,44,43,102,0
77,31,70,23,0
29,31,43,27,1
15,35,58,77,1
69,19,62,51,0
46,30,64,7,1
2,29,52,17,1
40,10,34,7,0
72,39,43,77,1
44,45,46,24,1
11,38,62,28,1
20,27,31,96,0
45,0,55,40,0
62,11,24,82,0
55,23,63,3,1
8,26,40,91,0
3,17,57,75,1
24,30,69,88,1
27,26,20,59,1
2,30,66,85,1
55,25,57,9,1
42,37,68,53,1
69,45,36,36,0
85,8,68,87,1
76,34,28,92,0
8,23,38,74,1
52,7,70,66,1
35,27,31,48,0
10,43,66,63,1
25,41,67,23,1
23,44,39,91,0
19,6,24,91,0
24,4,20,50,0
70,1,37,86,0
